Pulse,Freq,Inductance,1/L,Load
,,1.054,0.9487666034,-8
,,1.055,0.9478672986,-8
,,1.053,0.9496676163,-8
,,1.0561,0.9468800303,-8
,,1.053,0.9496676163,-8
,,1.054,0.9487666034,-8
,,1.053,0.9496676163,-8
,,1.0515,0.951022349,-8
,,1.0525,0.9501187648,-8
,,1.0545,0.9483167378,-8
,,1.054,0.9487666034,-8
,,1.1149,0.8969414297,-7
,,1.0755,0.929800093,-7
,,1.0755,0.929800093,-7
,,1.0698,0.9347541597,-7
,,1.076,0.9293680297,-7
,,1.0704,0.9342301943,-7
,,1.0719,0.9329228473,-7
,,1.0714,0.9333582229,-7
,,1.0698,0.9347541597,-7
,,1.0729,0.9320533134,-7
,,1.0673,0.9369436897,-7
,,1.0724,0.9324878777,-7
,,1.0709,0.933794005,-7
,,1.0719,0.9329228473,-7
,,1.0709,0.933794005,-7
,,1.0698,0.9347541597,-7
,,1.0704,0.9342301943,-7
,,1.0698,0.9347541597,-7
,,1.0688,0.9356287425,-7
,,1.0704,0.9342301943,-7
,,1.0704,0.9342301943,-7
,,1.0709,0.933794005,-7
,,1.0683,0.9360666479,-7
,,1.0693,0.9351912466,-7
,,1.0693,0.9351912466,-7
,,1.0709,0.933794005,-7
,,1.0693,0.9351912466,-7
,,1.0719,0.9329228473,-7
,,1.0714,0.9333582229,-7
,,1.0683,0.9360666479,-7
,,1.0678,0.9365049635,-7
,,1.0673,0.9369436897,-7
,,1.0673,0.9369436897,-7
,,1.0678,0.9365049635,-7
,,1.0663,0.9378223764,-7
,,1.0714,0.9333582229,-7
,,1.0688,0.9356287425,-7
,,1.0688,0.9356287425,-7
,,1.0714,0.9333582229,-7
,,1.0709,0.933794005,-7
,,1.0724,0.9324878777,-7
,,1.0714,0.9333582229,-7
,,1.0724,0.9324878777,-7
,,1.0729,0.9320533134,-7
,,1.0745,0.9306654258,-7
,,1.0714,0.9333582229,-7
,,1.0678,0.9365049635,-7
,,1.0709,0.933794005,-7
,,1.0724,0.9324878777,-7
,,1.0729,0.9320533134,-7
,,1.1561,0.8649770781,-6
,,1.0842,0.9223390518,-6
,,1.074,0.9310986965,-6
,,1.0714,0.9333582229,-6
,,1.0745,0.9306654258,-6
,,1.0647,0.9392317085,-6
,,1.0658,0.9382623381,-6
,,1.0673,0.9369436897,-6
,,1.0663,0.9378223764,-6
,,1.0652,0.9387908374,-6
,,1.0606,0.9428625306,-6
,,1.0622,0.9414422896,-6
,,1.0596,0.9437523594,-6
,,1.0647,0.9392317085,-6
,,1.0617,0.9418856551,-6
,,1.0601,0.9433072352,-6
,,1.0688,0.9356287425,-6
,,1.0652,0.9387908374,-6
,,1.0647,0.9392317085,-6
,,1.0627,0.9409993413,-6
,,1.0632,0.9405568096,-6
,,1.0606,0.9428625306,-6
,,1.0571,0.9459842967,-6
,,1.0612,0.9423294384,-6
,,1.0591,0.9441979039,-6
,,1.0586,0.9446438693,-6
,,1.0586,0.9446438693,-6
,,1.0622,0.9414422896,-6
,,1.0596,0.9437523594,-6
,,1.0596,0.9437523594,-6
,,1.0581,0.9450902561,-6
,,1.0591,0.9441979039,-6
,,1.0596,0.9437523594,-6
,,1.0586,0.9446438693,-6
,,1.0576,0.9455370651,-6
,,1.0606,0.9428625306,-6
,,1.0586,0.9446438693,-6
,,1.053,0.9496676163,-6
,,1.0591,0.9441979039,-6
,,1.0596,0.9437523594,-6
,,1.0591,0.9441979039,-6
,,1.0586,0.9446438693,-6
,,1.0571,0.9459842967,-6
,,1.0581,0.9450902561,-6
,,1.0581,0.9450902561,-6
,,1.0576,0.9455370651,-6
,,1.0566,0.9464319515,-6
,,1.0566,0.9464319515,-6
,,1.0591,0.9441979039,-6
,,1.0566,0.9464319515,-6
,,1.0946,0.9135757354,-5
,,1.0525,0.9501187648,-5
,,1.0525,0.9501187648,-5
,,1.0484,0.9538344143,-5
,,1.0489,0.9533797311,-5
,,1.0505,0.9519276535,-5
,,1.0494,0.9529254812,-5
,,1.0464,0.9556574924,-5
,,1.0449,0.9570293808,-5
,,1.0474,0.9547450831,-5
,,1.0469,0.9552010698,-5
,,1.0449,0.9570293808,-5
,,1.0449,0.9570293808,-5
,,1.0484,0.9538344143,-5
,,1.0464,0.9556574924,-5
,,1.0444,0.9574875527,-5
,,1.0479,0.9542895314,-5
,,1.0474,0.9547450831,-5
,,1.0434,0.9584052137,-5
,,1.0434,0.9584052137,-5
,,1.0459,0.9561143513,-5
,,1.0474,0.9547450831,-5
,,1.0454,0.9565716472,-5
,,1.0469,0.9552010698,-5
,,1.0464,0.9556574924,-5
,,1.0464,0.9556574924,-5
,,1.0413,0.960338039,-5
,,1.0418,0.9598771357,-5
,,1.0423,0.9594166747,-5
,,1.0449,0.9570293808,-5
,,1.0469,0.9552010698,-5
,,1.0444,0.9574875527,-5
,,1.0459,0.9561143513,-5
,,1.0423,0.9594166747,-5
,,1.0444,0.9574875527,-5
,,1.0423,0.9594166747,-5
,,1.0479,0.9542895314,-5
,,1.0459,0.9561143513,-5
,,1.0434,0.9584052137,-5
,,1.0464,0.9556574924,-5
,,1.0469,0.9552010698,-5
,,1.0449,0.9570293808,-5
,,1.0454,0.9565716472,-5
,,1.0383,0.9631127805,-5
,,1.0469,0.9552010698,-5
,,1.0449,0.9570293808,-5
,,1.0429,0.9588647042,-5
,,1.0418,0.9598771357,-5
,,1.0444,0.9574875527,-5
,,1.0479,0.9542895314,-5
,,1.5729,0.635768326,-4
,,1.3147,0.7606298015,-4
,,1.2769,0.7831466834,-4
,,1.2657,0.7900766374,-4
,,1.2535,0.7977662545,-4
,,1.2512,0.7992327366,-4
,,1.2463,0.8023750301,-4
,,1.249,0.8006405124,-4
,,1.2479,0.8013462617,-4
,,1.2474,0.8016674683,-4
,,1.2457,0.8027614996,-4
,,1.2496,0.8002560819,-4
,,1.2446,0.8034709947,-4
,,1.2435,0.8041817451,-4
,,1.2485,0.8009611534,-4
,,1.244,0.8038585209,-4
,,1.2446,0.8034709947,-4
,,1.2413,0.8056070249,-4
,,1.2424,0.804893754,-4
,,1.2391,0.8070373658,-4
,,1.2413,0.8056070249,-4
,,1.2413,0.8056070249,-4
,,1.2369,0.8084727949,-4
,,1.2385,0.8074283407,-4
,,1.2446,0.8034709947,-4
,,1.2402,0.806321561,-4
,,1.2429,0.8045699574,-4
,,1.2413,0.8056070249,-4
,,1.2391,0.8070373658,-4
,,1.2418,0.8052826542,-4
,,1.2435,0.8041817451,-4
,,1.2402,0.806321561,-4
,,1.2407,0.8059966148,-4
,,1.2396,0.8067118425,-4
,,1.2413,0.8056070249,-4
,,1.2402,0.806321561,-4
,,1.2407,0.8059966148,-4
,,1.2402,0.806321561,-4
,,1.2402,0.806321561,-4
,,1.2413,0.8056070249,-4
,,1.2391,0.8070373658,-4
,,1.2402,0.806321561,-4
,,1.244,0.8038585209,-4
,,1.238,0.8077544426,-4
,,1.2413,0.8056070249,-4
,,1.2407,0.8059966148,-4
,,1.2429,0.8045699574,-4
,,1.2407,0.8059966148,-4
,,1.2385,0.8074283407,-4
,,1.2407,0.8059966148,-4
,,1.4337,0.6974959894,-3
,,1.264,0.7911392405,-3
,,1.2501,0.7999360051,-3
,,1.249,0.8006405124,-3
,,1.2446,0.8034709947,-3
,,1.2501,0.7999360051,-3
,,1.2457,0.8027614996,-3
,,1.2396,0.8067118425,-3
,,1.2402,0.806321561,-3
,,1.2396,0.8067118425,-3
,,1.2468,0.8020532563,-3
,,1.2418,0.8052826542,-3
,,1.2402,0.806321561,-3
,,1.244,0.8038585209,-3
,,1.2407,0.8059966148,-3
,,1.2429,0.8045699574,-3
,,1.2369,0.8084727949,-3
,,1.2407,0.8059966148,-3
,,1.238,0.8077544426,-3
,,1.2391,0.8070373658,-3
,,1.2396,0.8067118425,-3
,,1.2385,0.8074283407,-3
,,1.2429,0.8045699574,-3
,,1.2424,0.804893754,-3
,,1.2418,0.8052826542,-3
,,1.2369,0.8084727949,-3
,,1.2391,0.8070373658,-3
,,1.2407,0.8059966148,-3
,,1.2418,0.8052826542,-3
,,1.2369,0.8084727949,-3
,,1.238,0.8077544426,-3
,,1.2385,0.8074283407,-3
,,1.2369,0.8084727949,-3
,,1.2424,0.804893754,-3
,,1.2407,0.8059966148,-3
,,1.2402,0.806321561,-3
,,1.2396,0.8067118425,-3
,,1.2429,0.8045699574,-3
,,1.2385,0.8074283407,-3
,,1.2363,0.8088651622,-3
,,1.2391,0.8070373658,-3
,,1.2418,0.8052826542,-3
,,1.2369,0.8084727949,-3
,,1.2396,0.8067118425,-3
,,1.2391,0.8070373658,-3
,,1.2424,0.804893754,-3
,,1.2374,0.8081461128,-3
,,1.2418,0.8052826542,-3
,,1.2413,0.8056070249,-3
,,1.2407,0.8059966148,-3
,,1.5174,0.6590220113,-2
,,1.2949,0.7722604062,-2
,,1.2702,0.7872775941,-2
,,1.2646,0.7907638779,-2
,,1.2618,0.7925186242,-2
,,1.2646,0.7907638779,-2
,,1.2585,0.7945967422,-2
,,1.2607,0.7932101214,-2
,,1.2618,0.7925186242,-2
,,1.259,0.7942811755,-2
,,1.2624,0.7921419518,-2
,,1.2629,0.7918283316,-2
,,1.2573,0.7953551261,-2
,,1.2551,0.796749263,-2
,,1.2579,0.7949757532,-2
,,1.2579,0.7949757532,-2
,,1.2579,0.7949757532,-2
,,1.2579,0.7949757532,-2
,,1.2562,0.7960515841,-2
,,1.2585,0.7945967422,-2
,,1.2607,0.7932101214,-2
,,1.2601,0.7935878105,-2
,,1.2551,0.796749263,-2
,,1.2551,0.796749263,-2
,,1.2568,0.7956715468,-2
,,1.2568,0.7956715468,-2
,,1.2585,0.7945967422,-2
,,1.2562,0.7960515841,-2
,,1.2557,0.7963685594,-2
,,1.2585,0.7945967422,-2
,,1.2607,0.7932101214,-2
,,1.2535,0.7977662545,-2
,,1.2551,0.796749263,-2
,,1.2562,0.7960515841,-2
,,1.259,0.7942811755,-2
,,1.2551,0.796749263,-2
,,1.2568,0.7956715468,-2
,,1.2557,0.7963685594,-2
,,1.2585,0.7945967422,-2
,,1.2551,0.796749263,-2
,,1.2535,0.7977662545,-2
,,1.2523,0.7985307035,-2
,,1.254,0.7974481659,-2
,,1.2551,0.796749263,-2
,,1.254,0.7974481659,-2
,,1.2568,0.7956715468,-2
,,1.254,0.7974481659,-2
,,1.2585,0.7945967422,-2
,,1.2601,0.7935878105,-2
,,1.2557,0.7963685594,-2
,,1.663,0.6013229104,-1
,,1.2898,0.7753140022,-1
,,1.2607,0.7932101214,-1
,,1.2451,0.8031483415,-1
,,1.2413,0.8056070249,-1
,,1.2424,0.804893754,-1
,,1.2413,0.8056070249,-1
,,1.2385,0.8074283407,-1
,,1.2402,0.806321561,-1
,,1.2358,0.809192426,-1
,,1.238,0.8077544426,-1
,,1.2358,0.809192426,-1
,,1.2358,0.809192426,-1
,,1.2407,0.8059966148,-1
,,1.2369,0.8084727949,-1
,,1.2358,0.809192426,-1
,,1.2363,0.8088651622,-1
,,1.2352,0.8095854922,-1
,,1.2374,0.8081461128,-1
,,1.2352,0.8095854922,-1
,,1.2352,0.8095854922,-1
,,1.2347,0.8099133393,-1
,,1.2374,0.8081461128,-1
,,1.2352,0.8095854922,-1
,,1.2308,0.812479688,-1
,,1.2374,0.8081461128,-1
,,1.2341,0.8103071064,-1
,,1.2347,0.8099133393,-1
,,1.2336,0.8106355383,-1
,,1.2369,0.8084727949,-1
,,1.2352,0.8095854922,-1
,,1.2325,0.8113590264,-1
,,1.2325,0.8113590264,-1
,,1.2369,0.8084727949,-1
,,1.233,0.8110300081,-1
,,1.2325,0.8113590264,-1
,,1.2374,0.8081461128,-1
,,1.2352,0.8095854922,-1
,,1.2374,0.8081461128,-1
,,1.2352,0.8095854922,-1
,,1.2352,0.8095854922,-1
,,1.2347,0.8099133393,-1
,,1.2319,0.8117542008,-1
,,1.2352,0.8095854922,-1
,,1.2358,0.809192426,-1
,,1.2341,0.8103071064,-1
,,1.2352,0.8095854922,-1
,,1.2352,0.8095854922,-1
,,1.2341,0.8103071064,-1
,,1.2358,0.809192426,-1
,,1.6242,0.6156877232,0
,,1.309,0.7639419404,0
,,1.278,0.7824726135,0
,,1.2663,0.7897022822,0
,,1.259,0.7942811755,0
,,1.259,0.7942811755,0
,,1.2596,0.7939028263,0
,,1.2607,0.7932101214,0
,,1.259,0.7942811755,0
,,1.254,0.7974481659,0
,,1.259,0.7942811755,0
,,1.2557,0.7963685594,0
,,1.254,0.7974481659,0
,,1.2551,0.796749263,0
,,1.2573,0.7953551261,0
,,1.259,0.7942811755,0
,,1.2551,0.796749263,0
,,1.2573,0.7953551261,0
,,1.2551,0.796749263,0
,,1.2573,0.7953551261,0
,,1.254,0.7974481659,0
,,1.2546,0.7970667942,0
,,1.254,0.7974481659,0
,,1.254,0.7974481659,0
,,1.2529,0.798148296,0
,,1.2551,0.796749263,0
,,1.2512,0.7992327366,0
,,1.2523,0.7985307035,0
,,1.2507,0.7995522507,0
,,1.2551,0.796749263,0
,,1.2529,0.798148296,0
,,1.2557,0.7963685594,0
,,1.2551,0.796749263,0
,,1.254,0.7974481659,0
,,1.2529,0.798148296,0
,,1.2496,0.8002560819,0
,,1.2529,0.798148296,0
,,1.2529,0.798148296,0
,,1.2546,0.7970667942,0
,,1.254,0.7974481659,0
,,1.2529,0.798148296,0
,,1.2557,0.7963685594,0
,,1.254,0.7974481659,0
,,1.2557,0.7963685594,0
,,1.2507,0.7995522507,0
,,1.2512,0.7992327366,0
,,1.2512,0.7992327366,0
,,1.2535,0.7977662545,0
,,1.254,0.7974481659,0
,,1.2468,0.8020532563,0
,,1.8528,0.5397236615,1
,,1.3409,0.7457677679,1
,,1.264,0.7911392405,1
,,1.2429,0.8045699574,1
,,1.2385,0.8074283407,1
,,1.238,0.8077544426,1
,,1.2347,0.8099133393,1
,,1.2314,0.812083807,1
,,1.2319,0.8117542008,1
,,1.2314,0.812083807,1
,,1.2253,0.8161266629,1
,,1.2308,0.812479688,1
,,1.2259,0.8157272208,1
,,1.2292,0.81353726,1
,,1.2248,0.8164598302,1
,,1.2297,0.8132064731,1
,,1.2286,0.8139345597,1
,,1.2286,0.8139345597,1
,,1.2264,0.815394651,1
,,1.2259,0.8157272208,1
,,1.227,0.814995925,1
,,1.2264,0.815394651,1
,,1.2231,0.8175946366,1
,,1.2259,0.8157272208,1
,,1.2303,0.8128098838,1
,,1.2286,0.8139345597,1
,,1.2264,0.815394651,1
,,1.2281,0.8142659393,1
,,1.227,0.814995925,1
,,1.2237,0.8171937566,1
,,1.227,0.814995925,1
,,1.2281,0.8142659393,1
,,1.2248,0.8164598302,1
,,1.2281,0.8142659393,1
,,1.2237,0.8171937566,1
,,1.2281,0.8142659393,1
,,1.2281,0.8142659393,1
,,1.2281,0.8142659393,1
,,1.227,0.814995925,1
,,1.2226,0.8179290038,1
,,1.2275,0.8146639511,1
,,1.2242,0.8168599902,1
,,1.227,0.814995925,1
,,1.2314,0.812083807,1
,,1.2259,0.8157272208,1
,,1.2281,0.8142659393,1
,,1.2253,0.8161266629,1
,,1.2275,0.8146639511,1
,,1.2292,0.81353726,1
,,1.2242,0.8168599902,1
,,1.463,0.6835269993,2
,,1.1625,0.8602150538,2
,,1.1244,0.8893632159,2
,,1.1097,0.9011444535,2
,,1.1055,0.9045680687,2
,,1.1029,0.9067005168,2
,,1.1024,0.9071117562,2
,,1.0962,0.9122422916,2
,,1.0993,0.9096697899,2
,,1.0998,0.9092562284,2
,,1.0972,0.911410864,2
,,1.0946,0.9135757354,2
,,1.0951,0.9131586157,2
,,1.092,0.9157509158,2
,,1.0946,0.9135757354,2
,,1.0956,0.9127418766,2
,,1.0941,0.9139932365,2
,,1.093,0.9149130833,2
,,1.0951,0.9131586157,2
,,1.091,0.9165902841,2
,,1.0946,0.9135757354,2
,,1.0925,0.9153318078,2
,,1.0962,0.9122422916,2
,,1.093,0.9149130833,2
,,1.0941,0.9139932365,2
,,1.0894,0.9179364788,2
,,1.0941,0.9139932365,2
,,1.0941,0.9139932365,2
,,1.0915,0.9161704077,2
,,1.0899,0.9175153684,2
,,1.093,0.9149130833,2
,,1.0915,0.9161704077,2
,,1.093,0.9149130833,2
,,1.0905,0.9170105456,2
,,1.092,0.9157509158,2
,,1.092,0.9157509158,2
,,1.0915,0.9161704077,2
,,1.0936,0.9144111192,2
,,1.0894,0.9179364788,2
,,1.092,0.9157509158,2
,,1.0889,0.9183579759,2
,,1.0941,0.9139932365,2
,,1.0936,0.9144111192,2
,,1.0905,0.9170105456,2
,,1.091,0.9165902841,2
,,1.0915,0.9161704077,2
,,1.091,0.9165902841,2
,,1.0884,0.9187798603,2
,,1.0925,0.9153318078,2
,,1.0873,0.9197093718,2
,,1.1711,0.8538980446,3
,,1.0993,0.9096697899,3
,,1.0967,0.9118263883,3
,,1.0967,0.9118263883,3
,,1.0956,0.9127418766,3
,,1.093,0.9149130833,3
,,1.0941,0.9139932365,3
,,1.093,0.9149130833,3
,,1.0962,0.9122422916,3
,,1.0967,0.9118263883,3
,,1.0946,0.9135757354,3
,,1.0905,0.9170105456,3
,,1.0946,0.9135757354,3
,,1.0951,0.9131586157,3
,,1.0962,0.9122422916,3
,,1.0925,0.9153318078,3
,,1.0941,0.9139932365,3
,,1.093,0.9149130833,3
,,1.0951,0.9131586157,3
,,1.0915,0.9161704077,3
,,1.0967,0.9118263883,3
,,1.0941,0.9139932365,3
,,1.093,0.9149130833,3
,,1.0941,0.9139932365,3
,,1.0925,0.9153318078,3
,,1.0894,0.9179364788,3
,,1.0951,0.9131586157,3
,,1.093,0.9149130833,3
,,1.093,0.9149130833,3
,,1.091,0.9165902841,3
,,1.0936,0.9144111192,3
,,1.092,0.9157509158,3
,,1.0925,0.9153318078,3
,,1.093,0.9149130833,3
,,1.0967,0.9118263883,3
,,1.091,0.9165902841,3
,,1.0951,0.9131586157,3
,,1.092,0.9157509158,3
,,1.093,0.9149130833,3
,,1.0941,0.9139932365,3
,,1.0925,0.9153318078,3
,,1.0941,0.9139932365,3
,,1.0936,0.9144111192,3
,,1.092,0.9157509158,3
,,1.0889,0.9183579759,3
,,1.093,0.9149130833,3
,,1.0951,0.9131586157,3
,,1.0925,0.9153318078,3
,,1.0946,0.9135757354,3
,,1.093,0.9149130833,3
,,1.1705,0.854335754,4
,,1.0951,0.9131586157,4
,,1.0925,0.9153318078,4
,,1.0962,0.9122422916,4
,,1.0941,0.9139932365,4
,,1.0946,0.9135757354,4
,,1.0946,0.9135757354,4
,,1.0946,0.9135757354,4
,,1.093,0.9149130833,4
,,1.0863,0.9205560158,4
,,1.0951,0.9131586157,4
,,1.0925,0.9153318078,4
,,1.0925,0.9153318078,4
,,1.092,0.9157509158,4
,,1.0915,0.9161704077,4
,,1.0925,0.9153318078,4
,,1.093,0.9149130833,4
,,1.0951,0.9131586157,4
,,1.0956,0.9127418766,4
,,1.0946,0.9135757354,4
,,1.0915,0.9161704077,4
,,1.093,0.9149130833,4
,,1.0951,0.9131586157,4
,,1.0925,0.9153318078,4
,,1.0894,0.9179364788,4
,,1.0915,0.9161704077,4
,,1.0899,0.9175153684,4
,,1.091,0.9165902841,4
,,1.0915,0.9161704077,4
,,1.0941,0.9139932365,4
,,1.093,0.9149130833,4
,,1.0962,0.9122422916,4
,,1.0936,0.9144111192,4
,,1.0982,0.9105809506,4
,,1.0956,0.9127418766,4
,,1.0946,0.9135757354,4
,,1.0977,0.9109957183,4
,,1.092,0.9157509158,4
,,1.092,0.9157509158,4
,,1.0962,0.9122422916,4
,,1.0951,0.9131586157,4
,,1.093,0.9149130833,4
,,1.0925,0.9153318078,4
,,1.0972,0.911410864,4
,,1.093,0.9149130833,4
,,1.093,0.9149130833,4
,,1.0905,0.9170105456,4
,,1.0925,0.9153318078,4
,,1.0956,0.9127418766,4
,,1.093,0.9149130833,4
,,1.1593,0.8625894937,5
,,1.1286,0.8860535176,5
,,1.128,0.8865248227,5
,,1.1286,0.8860535176,5
,,1.128,0.8865248227,5
,,1.128,0.8865248227,5
,,1.1254,0.8885729518,5
,,1.127,0.8873114463,5
,,1.128,0.8865248227,5
,,1.1217,0.8915039672,5
,,1.1275,0.8869179601,5
,,1.1265,0.8877052818,5
,,1.1249,0.8889679083,5
,,1.1254,0.8885729518,5
,,1.1265,0.8877052818,5
,,1.1249,0.8889679083,5
,,1.128,0.8865248227,5
,,1.1233,0.8902341316,5
,,1.1233,0.8902341316,5
,,1.1249,0.8889679083,5
,,1.1254,0.8885729518,5
,,1.127,0.8873114463,5
,,1.1238,0.8898380495,5
,,1.1249,0.8889679083,5
,,1.1254,0.8885729518,5
,,1.1238,0.8898380495,5
,,1.1238,0.8898380495,5
,,1.1228,0.8906305664,5
,,1.1244,0.8893632159,5
,,1.128,0.8865248227,5
,,1.1212,0.8919015341,5
,,1.1238,0.8898380495,5
,,1.1222,0.8911067546,5
,,1.1275,0.8869179601,5
,,1.1254,0.8885729518,5
,,1.1265,0.8877052818,5
,,1.1217,0.8915039672,5
,,1.1259,0.8881783462,5
,,1.127,0.8873114463,5
,,1.1202,0.8926977325,5
,,1.1207,0.8922994557,5
,,1.1259,0.8881783462,5
,,1.1244,0.8893632159,5
,,1.1212,0.8919015341,5
,,1.1259,0.8881783462,5
,,1.1207,0.8922994557,5
,,1.128,0.8865248227,5
,,1.1217,0.8915039672,5
,,1.1233,0.8902341316,5
,,1.1254,0.8885729518,5
,,1.2046,0.8301510875,6
,,1.0941,0.9139932365,6
,,1.0879,0.9192021325,6
,,1.0832,0.9231905465,6
,,1.0817,0.9244707405,6
,,1.077,0.9285051068,6
,,1.075,0.9302325581,6
,,1.0734,0.9316191541,6
,,1.075,0.9302325581,6
,,1.0714,0.9333582229,6
,,1.0724,0.9324878777,6
,,1.075,0.9302325581,6
,,1.076,0.9293680297,6
,,1.076,0.9293680297,6
,,1.0776,0.9279881218,6
,,1.0755,0.929800093,6
,,1.075,0.9302325581,6
,,1.0781,0.9275577405,6
,,1.074,0.9310986965,6
,,1.0734,0.9316191541,6
,,1.075,0.9302325581,6
,,1.0734,0.9316191541,6
,,1.0755,0.929800093,6
,,1.074,0.9310986965,6
,,1.075,0.9302325581,6
,,1.0765,0.9289363679,6
,,1.0729,0.9320533134,6
,,1.0714,0.9333582229,6
,,1.074,0.9310986965,6
,,1.0765,0.9289363679,6
,,1.0734,0.9316191541,6
,,1.0698,0.9347541597,6
,,1.0776,0.9279881218,6
,,1.076,0.9293680297,6
,,1.0745,0.9306654258,6
